renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
Depression is real... and I hate my life😔,depression real hate life,negative,0.962736726,sadness,0.968676507,non_irony,0.586121619,
I hate it when strangers ask me “what’s up” like what am I supposed to say? The sky? My blood pressure? My crippling depression?,hate strangers ask whats like supposed say sky blood pressure crippling depression,negative,0.884123981,sadness,0.916510046,non_irony,0.567137122,
How i know my depression is getting to me. Its my day off. I've spent most of it in bed or in the shower. I've used up all the hot water twice. I don't hate myself but man the indifference is almost as bad.,know depression getting day spent bed shower used hot water twice hate man indifference almost bad,negative,0.96211189,sadness,0.939540505,non_irony,0.751782119,
Sad to say but my depression is coming back and it feel like I’m in the room and the walls caving in on me . I hate this . I’m trying to be strong for my son .,sad say depression coming back feel like room walls caving hate trying strong son,negative,0.914417326,sadness,0.984552085,non_irony,0.827859342,
"I hate when people act sad when they hear about my depression, depression is sad Yes and all, but am not a sad person and I don't wanna people to feel sad about me.
I can handle that fuckin monster in the most funny ways you could imagine.",hate people act sad hear depression depression sad yes sad person wanna people feel sad handle fuckin monster funny ways could imagine,negative,0.965909064,sadness,0.956191599,non_irony,0.770230889,
"I really hate this time of the year... Because of the cold, I usually feel all types of sick as it fucks with my sinuses.  Then there is the depression I get from having to deal with my step-family that makes me just wanna sleep for DAYS.",really hate time year cold usually feel types sick fucks sinuses depression get deal step family makes wanna sleep days,negative,0.970497847,sadness,0.902646184,non_irony,0.614861727,
Hilfe bei Depression RT @WendelBronson: I miss my ex-girlfriend but I hate her so much at the same time... #depression #relationship,hilfe bei depression miss girlfriend hate much time #depression #relationship,negative,0.85142684,sadness,0.983964682,non_irony,0.889576495,
"Damn I hate these morning. Where I get up late, find out everyone is busy or ditched me. And than sit in bed til the depression spread thru my whole body. Oh boy I’m already getting chills ;(",damn hate morning get late find everyone busy ditched sit bed til depression spread thru whole body boy already getting chills,negative,0.975175679,sadness,0.866429567,non_irony,0.638186812,
I hate when another persons anxiety and depression ends up brining yourself down. I need more positive people in my life,hate another persons anxiety depression ends brining need positive people life,negative,0.807161689,sadness,0.956973195,non_irony,0.680292606,
I hate days where my depression decides to be a bitch for no reason. I feel so defeated and exhausted today. 🙁,hate days depression decides bitch reason feel defeated exhausted today,negative,0.968018055,sadness,0.96978265,irony,0.607574224,
@dumbmen2017 One of the wisest thing my mama said to me was don’t hate because turned inward causes/is depression.,one wisest thing mama said dont hate turned inward causes depression,neutral,0.590993524,sadness,0.913461804,non_irony,0.759058654,
"i was super anxious about it because I hate doctors sjsjwjksks but I also wanted to find out what was wrong with me, and so i went with both of my parents. they did lab tests, but the doctor said i was completely fine. later on though she mentioned ""depression"" and ""anxiety""",super anxious hate doctors sjsjwjksks also wanted find wrong went parents lab tests doctor said completely fine later though mentioned depression anxiety,negative,0.814246953,sadness,0.928062916,non_irony,0.713609934,
I hate to say it but this part of my life is next level depression.,hate say part life next level depression,negative,0.880450368,sadness,0.969748437,irony,0.792371869,
I want to work on cosplay but my brain just wants to depression nap all day and I hate it,want work cosplay brain wants depression nap day hate,negative,0.728987753,sadness,0.918429911,irony,0.578435957,
Fucking hate my depression,fucking hate depression,negative,0.979761779,anger,0.615619898,irony,0.638629138,
"As someone who’s struggled with severe depression, I can’t say enough about Luke’s portrayal in The Last Jedi and what it means to me. To see my hero hate himself, shut himself off, and then find his way back, it’s more than I could have asked for.",someone whos struggled severe depression cant say enough lukes portrayal last jedi means see hero hate shut find way back could asked,negative,0.679741025,sadness,0.959677517,non_irony,0.765562415,
@SnoWhite_V If I follow everyone without seeing their profiles my timeline gets crowded with useless and stupid tweets and sometimes hate and depression too so I just try to keep it cool,follow everyone without seeing profiles timeline gets crowded useless stupid tweets sometimes hate depression try keep cool,negative,0.913391888,sadness,0.887228072,non_irony,0.703006506,
It’ll never hurt to lose a bitch that can’t suck dick. You’ll prolly be mad for a day but you’ll be like man I know the next nigga gone hate it here anyway. But I’ll slide into depression if I lose my gawk gawk 3000 twitter.com/funsizemela2/s…,itll never hurt lose bitch cant suck dick youll prolly mad day youll like man know next nigga gone hate anyway ill slide depression lose gawk gawk,negative,0.811214387,anger,0.963636875,non_irony,0.959262013,
"okay hear me out b4 y’all cry on my tl...
a lot of that “anxiety and depression” y’all bring about on yourselves sorry not sorry hate me if u want",okay hear yall cry lot anxiety depression yall bring sorry sorry hate want,negative,0.926252484,sadness,0.952698648,irony,0.866525352,
"The sad thing is I don’t think any of my family realizes how triggering it is for me to continue the same Christmas traditions built solely around my grandma cook every year just without her, it brings on such a post Christmas depression for me and I hate it.",sad thing dont think family realizes triggering continue christmas traditions built solely around grandma cook every year without brings post christmas depression hate,negative,0.817954361,sadness,0.978449404,irony,0.622308671,
"@LeftAtLondon That I’m not trying or using my ADHD, Depression, or Anxiety as an excuse for not getting shit done. I hate that I’m like this 9000% more than you do, trust me. Maybe I do sometimes but when you’re a 33 year old mom who JUST got diagnosed with ADHD last year, sometimes (1)",trying using adhd depression anxiety excuse getting shit done hate like trust maybe sometimes youre year old mom got diagnosed adhd last year sometimes,negative,0.84218961,sadness,0.926025033,irony,0.674729586,
Actually hate this time of year with a passion. All it does it cause havoc with my depression. Proberbly wasnt the best idea to work a christmas market 😂,actually hate time year passion cause havoc depression proberbly wasnt best idea work christmas market,negative,0.961631,sadness,0.846658885,non_irony,0.632665157,
"Oh no my severe depression is back, really emotional and supposed to be going to work, luckily I have someone to talk to, if you are in the same way please don't tackle it alone, if like me you hate Christmas time look forward to something however small,",severe depression back really emotional supposed going work luckily someone talk way please tackle alone like hate christmas time look forward something however small,neutral,0.462367117,sadness,0.979753375,non_irony,0.932583213,
@chaeyounicorn Hate to admit but these issues are giving me a headache and at the same time my depression😣,hate admit issues giving headache time depression,negative,0.933559239,sadness,0.942761838,irony,0.646748304,
"I detest you  ace of spades. You should compare yourself to a ace. This hate, so strong: spades. You are my depression. For me, you destroy all cartes. For me you are nothing more than just any as. @ParaphiliaBot",detest ace spades compare ace hate strong spades depression destroy cartes nothing,negative,0.758638799,sadness,0.772673428,non_irony,0.779176176,
@yerpalmildsauce Hate when i talk about it and people say “you need to get to the root of your depression.” Like bro the root is that my brain doesn’t work right you can’t tell me that this state of being that I’ve been since before I can remember only requires diet and exercise,hate talk people say need get root depression like bro root brain doesnt work right cant tell state ive since remember requires diet exercise,negative,0.884590387,sadness,0.859767914,non_irony,0.686889231,
I. Hate. Depression. Around. CHRISTMAS TIME!!! I just want to be able to hang out with my family without feeling like it will kill me.,hate depression around christmas time want able hang family without feeling like kill,negative,0.870625675,sadness,0.980956137,non_irony,0.616225243,
"this might be the depression talking but god I hate my art right now 
specifically the way I color",might depression talking god hate art right specifically way color,negative,0.878292799,sadness,0.862104654,non_irony,0.739689231,
I always wake up early af my mind always wants to think smh i hate depression,always wake early mind always wants think smh hate depression,negative,0.84380132,sadness,0.929980814,non_irony,0.604813516,
"Ultimately need to distract myself, but difficult to do that when I'll be largely on my own, not much to stop the loneliness enhanced by depression and anxiety from having control. Hate the pressure to be happy over this period and the faults in myself and my life it exposes.",ultimately need distract difficult largely much stop loneliness enhanced depression anxiety control hate pressure happy period faults life exposes,negative,0.732692838,sadness,0.978180707,non_irony,0.823801696,
i hate walking around tired that’s when my depression show the most 😩😂,hate walking around tired thats depression show,negative,0.976227105,sadness,0.939664185,irony,0.608077228,
"@1ightningstrike free labor and help when they retire. Thankfully they saw how much that mentality messed up my sister and I, but honestly it's kinda too little too late. I love them for raising me but I hate them for contributing to my depression and anxiety as much as they did.",free labor help retire thankfully saw much mentality messed sister honestly kinda little late love raising hate contributing depression anxiety much,negative,0.520647466,sadness,0.979198992,non_irony,0.920633078,
"@LeftAtLondon i'm late but i have this experience with my depression where if i'm feeling Really Good for a few hours my mood will TANK immediately after and neurotypical people in my life read it as ""quirky introvert things gotta go recharge bc i hate people!!""",late experience depression feeling really good hours mood tank immediately neurotypical people life read quirky introvert things gotta recharge hate people,positive,0.542794287,sadness,0.943047762,irony,0.751205862,
"Dude FUCK depression. I also hate that I feel the need to shout into the Twitterverse sad song lyrics to sum up my sad, lonely existence. I’m tired.",dude fuck depression also hate feel need shout twitterverse sad song lyrics sum sad lonely existence tired,negative,0.978536427,sadness,0.971889913,non_irony,0.832306564,
I hate that no matter what I do I can never escape my depression,hate matter never escape depression,negative,0.821150839,sadness,0.957694948,non_irony,0.549613714,
"I hate when my depression is acting up. I start thinking my friends hate me, then my brain tells me to think logically but it’s also my brain that’s telling me they hate me! One’s lying but only one feels honest &amp; it’s not the logical side 🤦🏽‍♀️ So close to crying and I hate that!",hate depression acting start thinking friends hate brain tells think logically also brain thats telling hate ones lying one feels honest amp logical side close crying hate,negative,0.879940867,sadness,0.922884226,non_irony,0.557570815,
Been struggling with a lot of depression and self hate on the inside lately and it’s really been eating at my emotional well-being now 🥺😔 but fuck me right ☹️,struggling lot depression self hate inside lately really eating emotional well fuck right,negative,0.959527433,sadness,0.977400899,non_irony,0.710139334,
"I hate the word hate but right now it seems like the best word to describe how I feel about my life, this world and the holidays right now. All I wanna do is scream really loud right now and cry till I run out of tears. I also hate depression. I've never had so much hate in me b4",hate word hate right seems like best word describe feel life world holidays right wanna scream really loud right cry till run tears also hate depression never much hate,negative,0.683708429,anger,0.552385688,non_irony,0.533817291,
I hate the holidays but today depression bent me over and fucked me because I was thinking about Christmas in 2000 where we thought my mom was gonna die and my brain said “thats gonna happen anyways” and now I wanna cry in this milk box.,hate holidays today depression bent fucked thinking christmas thought mom gonna die brain said thats gonna happen anyways wanna cry milk box,negative,0.975973666,sadness,0.975063622,non_irony,0.778149664,
Sometimes I feel my depression creeping back in and it sucks! Especially around holidays I miss my dad so much i hate that i couldnt help pull him from the fire! I hate ptsd. Sometimes I hate myself! But @AndrewYang has got me pushing!,sometimes feel depression creeping back sucks especially around holidays miss dad much hate couldnt help pull fire hate ptsd sometimes hate got pushing,negative,0.975474,sadness,0.974918544,non_irony,0.910143554,
Going to try and unplug my depression is starting to hit hard I hate this time of year,going try unplug depression starting hit hard hate time year,negative,0.851462185,sadness,0.965812087,non_irony,0.667616487,
@Stop_Trump20 I send you my love.  Depression is a hideous disease.  It tells you that all the things you hate about you are real.  I hope you’ll find your voice and tell the nightmarish voice that it must have you confused with someone who gives a shit about what it thinks!,send love depression hideous disease tells things hate real hope youll find voice tell nightmarish voice must confused someone gives shit thinks,negative,0.94715935,sadness,0.949910223,non_irony,0.613117933,
crying hard as fuck in my room while my family sang happy birthday to my sister and now shits just even sadder for me... i FUCKING hate depression..,crying hard fuck room family sang happy birthday sister shits even sadder fucking hate depression,negative,0.97903043,sadness,0.935388386,non_irony,0.523203313,
I’m so emotional during my period it’s disgusting I hate this ; but also seasonal depression,emotional period disgusting hate also seasonal depression,negative,0.976888359,sadness,0.530487597,non_irony,0.529084563,
"f**k man, I need to beat my depression. I hate not being able to concentrate or do anything when I feel down. I can't even get myself to watch anime when I'm depressed.",man need beat depression hate able concentrate anything feel even get watch anime depressed,negative,0.873028159,sadness,0.973795593,non_irony,0.746569097,
I always redownload twitter when my seasonal depression hits because I want to be able to publicly talk about how much I hate myself at the moment.,always redownload twitter seasonal depression hits want able publicly talk much hate moment,negative,0.689912558,sadness,0.951618731,irony,0.61337465,
"I hate depression because I feel even more down. If something happens and I feel down, at least there’s a cause, but sitting in my bed watching Harry Potter isn’t the place to hate myself????? Like hello??! Seratonin?????",hate depression feel even something happens feel least theres cause sitting bed watching harry potter isnt place hate like hello seratonin,negative,0.767977715,sadness,0.963067293,non_irony,0.616465449,
"I finished Children of Virtrue and Vengence and my husband just pulled out the obit of our murdered friend. 

I'll be in my feelings for the rest of the season 🙄 Seasonal Depression is a bih I hate to deal with.",finished children virtrue vengence husband pulled obit murdered friend feelings rest season seasonal depression bih hate deal,negative,0.927896321,sadness,0.85948962,irony,0.590123594,
Binge eating my depression so I have the energy to hate myself even more,binge eating depression energy hate even,negative,0.965443492,sadness,0.844018042,non_irony,0.57132107,
@J5Edition I fucking hate that game. I think i got my depression cz of that game,fucking hate game think got depression game,negative,0.972439229,anger,0.775581837,non_irony,0.751626313,
I hate how this depression is making me feel. I’m so consumed by it. I’m pushing those I care about away. I’m staying in bed all day. My appetite is going awol. I’m slowly fading away.,hate depression making feel consumed pushing care away staying bed day appetite going awol slowly fading away,negative,0.951143086,sadness,0.976116598,non_irony,0.80078733,
i hate going to church. the only thing he’s “blessed” me with is depression &amp; anxiety. i’d rather keep my coins.,hate going church thing hes blessed depression amp anxiety rather keep coins,negative,0.894903302,sadness,0.964511752,irony,0.547342539,
"Sorry for this as it's my only outlet but my depression is crippling. All I want to do lately is sleep and cry. I'm getting married next month and I hate my life. I hate being an amputee, I hate being broke and I hate not being able to finish my creative ideas.",sorry outlet depression crippling want lately sleep cry getting married next month hate life hate amputee hate broke hate able finish creative ideas,negative,0.969974816,sadness,0.970056951,non_irony,0.714882433,
I can never just look forward to something without it being ruined by my depression or self consciousness I hate this,never look forward something without ruined depression self consciousness hate,negative,0.901732683,sadness,0.936035812,non_irony,0.762636662,
"If you hate the holidays you’ll LOVE my new podcast! I talk about having a high IQ and how it affects my depression. 
podcasts.apple.com/us/podcast/mad…",hate holidays youll love new podcast talk high affects depression,positive,0.620135546,sadness,0.799052954,irony,0.528335929,
"@itsginnydi Oh man, it's part of why I hate DMing. I always feel inadequate, anyway, so DMing just adds to it. I love building worlds, creating encounters, etc. but my depression always gets horrible after I DM",man part hate dming always feel inadequate anyway dming adds love building worlds creating encounters etc depression always gets horrible,negative,0.839893579,sadness,0.980870545,irony,0.601111114,
I’ve been listening to all my drake projects just crying all morning ... i hate depression for real,ive listening drake projects crying morning hate depression real,negative,0.690002799,sadness,0.97234118,irony,0.629315555,
"The worst thing about my depression isn’t even about me, it’s how my dearest ones are hurt. I. AM. SORRY. I hate myself daily, and I wish o could be what you want and need. I am trying.",worst thing depression isnt even dearest ones hurt sorry hate daily wish could want need trying,negative,0.960510492,sadness,0.973165929,non_irony,0.891088307,
thinking about how going back home tomorrow might trigger my depression again because i hate it there so much but these past few days have been some of the best of my life and i really don’t want this feeling of happiness to go away... yikes,thinking going back home tomorrow might trigger depression hate much past days best life really dont want feeling happiness away yikes,negative,0.892743707,sadness,0.972419322,non_irony,0.9130283,
Honestly hate it when my depression decides that we’re done being happy. Cool- just stop my appetite and dopamine love that for me,honestly hate depression decides done happy cool stop appetite dopamine love,negative,0.613423586,sadness,0.972246826,irony,0.615129948,
I went to my room to get my phone and look for recipes that use pork meat but instead I've been scrolling for 15 mins on tumblr and felt how my depression started setting in. I hate this brain,went room get phone look recipes use pork meat instead scrolling mins tumblr felt depression started setting hate brain,negative,0.827990294,sadness,0.938360512,irony,0.569093347,
"I hate being depressed. My heart aches, I get headaches, I stop eating and pretty much go on autopilot because nothing seems real. I hate how I've lost so many years of my life to depression. I haven't lived. It doesn't get better.",hate depressed heart aches get headaches stop eating pretty much autopilot nothing seems real hate lost many years life depression lived get better,negative,0.964271247,sadness,0.977662385,non_irony,0.742982388,
Have I developed a secret hate for the holidays or is my depression/anxiety acting up? The world may never know.,developed secret hate holidays depression anxiety acting world may never know,negative,0.772211254,sadness,0.95339936,non_irony,0.763903201,
I hate when my depression kick in😔 I just be feeling so alone,hate depression kick feeling alone,negative,0.959056318,sadness,0.976164281,irony,0.620409906,
"When you have to delete long time friend cuz that person has hate, depression and life is miserable.  Prayers for you. Can't and wont have that evil in my life.",delete long time friend cuz person hate depression life miserable prayers wont evil life,negative,0.875353515,sadness,0.963180721,non_irony,0.746947527,
"I hate when people call me lazy bc sometimes my depression gets the best of me and I can’t seem to do anything for sometimes months at a time but when depression isn’t kicking my ass, i’m a hard ass worker fr.",hate people call lazy sometimes depression gets best cant seem anything sometimes months time depression isnt kicking ass hard ass worker,negative,0.791512489,sadness,0.945963264,irony,0.557862043,
"I'm struggling today and for once I'm just going to be honest about it. I see and give likes for support when I see others posting, but I can never bring myself to share. Maybe it's time to change that and tell my story too. Fuck depression with a cactus, I hate feeling this way.",struggling today going honest see give likes support see others posting never bring share maybe time change tell story fuck depression cactus hate feeling way,negative,0.90769136,sadness,0.957341731,non_irony,0.864271104,
"I swear i hate my anxiety and depression mix 
i have been up since 7 am 
 I have things to do and i can’t leave my house until some people come and like ugh 
I want to cry:(",swear hate anxiety depression mix since things cant leave house people come like ugh want cry,negative,0.962445676,sadness,0.948174059,non_irony,0.697796583,
I HATE MY JOB I HATE LIVING ON A SHIP I CANT BELIEVE I HAVE 3 MONTHS LEFT MY INSTAGRAM IS A LIE IM NOT HAVING A FUN BEACH DAY EVERY WEEK I GET SUNBURNED EASILY I HAVE DEPRESSION I WANT TO GO HOME AND I WISH THEY WOULD FIRE ME SO I COULD LEAVE WITHOUT GUILT,hate job hate living ship cant believe months left instagram lie fun beach day every week get sunburned easily depression want home wish would fire could leave without guilt,negative,0.940993607,sadness,0.940622389,non_irony,0.816066623,
It occurred to me just now that I might be in this deep depression because I’m trying to wean myself off my antidepressant... and maybe the antidepressant actually works... fuckin hate it though.,occurred might deep depression trying wean antidepressant maybe antidepressant actually works fuckin hate though,negative,0.547005475,sadness,0.80897367,non_irony,0.613574028,
i got to my hometown like an hour ago and i already hate it here. gonna write some fics and take a good ol depression nap,got hometown like hour ago already hate gonna write fics take good depression nap,negative,0.544075489,sadness,0.976638496,irony,0.505230308,
"I used to absolutely fucking hate the way I looked. It was my negative self-image that started 4 years of depression. What I learned is that I'm always a work in progress, and that's okay. Getting a new hairstyle and starting a hygiene routine made me feel and look waaay better.",used absolutely fucking hate way looked negative self image started years depression learned always work progress okay getting new hairstyle starting hygiene routine made feel look waaay better,negative,0.73943454,sadness,0.561789691,irony,0.656238496,
"Why do I say that? Years ago with a hate campaign against me, my depression ramped up horribly and I thought about taking my own life. It reached a fever point I couldn't bring myself to play the games I enjoyed. I couldn't look at YT or Skype without new drama being started. https://t.co/g1MpSRnLV8",say years ago hate campaign depression ramped horribly thought taking life reached fever point bring play games enjoyed look skype without new drama started,negative,0.787076116,sadness,0.943893313,irony,0.554631054,
"How to escape reality? Is striving to be happy not enough? Gosh. Who am I, tweeting my depression hahahaha ew. I hate haha",escape reality striving happy enough gosh tweeting depression hahahaha hate haha,neutral,0.410726756,sadness,0.559388697,irony,0.79594624,
"Them: *spewing what’s wrong with Christianity including the irony, vagueness &amp; non-Christ like Christians*

Me, in my head: This coming from someone who posts &amp; talks a lot about their depression &amp; self hate

Me, out loud: The book of Revelations is interesting

Merry Christmas!",spewing whats wrong christianity including irony vagueness amp non christ like christians head coming someone posts amp talks lot depression amp self hate loud book revelations interesting merry christmas,negative,0.62262696,sadness,0.899173856,irony,0.758303344,
"@AKCM30510837 @GrindstoneLit @lucyamclaren Knowing my luck it will come on Christmas Eve, be horrendous, I will go into a depression &amp; ruin the dinner, then my family will hate me too. So, you know, feeling positive atm.",knowing luck come christmas eve horrendous depression amp ruin dinner family hate know feeling positive atm,negative,0.771600723,sadness,0.974292815,non_irony,0.891966462,
"@saradw55 I used to hate this time of year with the short days, long nights, cold air, nothing green. Maybe it's my depression or dark mood but now this is my favorite time of year. Except for the holidays of course. I would be perfectly fine skipping all the traffic madness and shoppers.",used hate time year short days long nights cold air nothing green maybe depression dark mood favorite time year except holidays course would perfectly fine skipping traffic madness shoppers,negative,0.682491601,sadness,0.913024366,non_irony,0.69222033,
I hate being the sad blob of my friends that's why I just stay away and it looks like it works because I'm always alone. Depression working it's magic yet again.,hate sad blob friends stay away looks like works always alone depression working magic yet,negative,0.560543776,sadness,0.979602218,irony,0.79648453,
"My 2019
I'm tired of suffering from depression and being so affected by something. 
I can't see the same world anymore and 
I hate my life every day. It's very easy to get enthusiastic about the end of your world when you want to.
I'm a sick girl of 2019",tired suffering depression affected something see world anymore hate life every day easy get enthusiastic end world want sick girl,negative,0.950874627,sadness,0.974008262,non_irony,0.734590709,
"Depression and collective boycott are fucked up things, glad they politely asked for help, the hate wont stop and he needs to get himself stronger, but I’ll try my best as an ARMY and comrade on the struggle to help Kang Daniel, not with love U’s but w/ brain distraction @BTS_twt https://t.co/PN1iOcjnKa",depression collective boycott fucked things glad politely asked help hate wont stop needs get stronger ill try best army comrade struggle help kang daniel love brain distraction,negative,0.664115369,sadness,0.954759419,non_irony,0.533674419,
Ah heck i hate it when you have a nightmare and then your anxiety and depression flares up cause its about people you chat to or know purposely leaving you out or hating you x.x idk why this particular persom was even in my dream,heck hate nightmare anxiety depression flares cause people chat know purposely leaving hating idk particular persom even dream,negative,0.965713799,sadness,0.759128153,non_irony,0.745527387,
"I wish my younger self didn't hate on weed as much as I did. It's helped me out so much over the years for anxiety, ~seasonal~ depression, and overall pain. Like I'm getting mirgraines every time I get my period now and fuckkk they're killer. Lol sorry tmi.",wish younger self hate weed much helped much years anxiety seasonal depression overall pain like getting mirgraines every time get period fuckkk killer lol sorry tmi,negative,0.811645389,sadness,0.901732683,non_irony,0.694654524,
I’m just trying to heal and get my anxiety and depression under control and I just want to be left alone. I hate drama. I don’t fucking want conflict. I just want to love living again. I need space dude. Please.,trying heal get anxiety depression control want left alone hate drama dont fucking want conflict want love living need space dude please,negative,0.86156857,sadness,0.933631122,non_irony,0.910795867,
I hate myself for allowing depression control my life.,hate allowing depression control life,negative,0.962194026,sadness,0.916749299,irony,0.689390182,
"Maybe it’s the depression kicking in,but I hate I’m always the first to message someone. I just want...someone to remember that I exist and to ...check up on me...ask my how I’m doing first...make me feel like I’m actually wanted as a friend and not just an annoying burden...",maybe depression kicking hate always first message someone want someone remember exist check ask first make feel like actually wanted friend annoying burden,negative,0.73785305,sadness,0.541262925,non_irony,0.706119478,
@JuanVaz02276087 Honestly I feel like the longer I can’t get out of my depression the more of myself I lose. I used to be so outgoing and everything now I’m like shy in a lot of situations and second guess myself a lot and I hate it. Slowly chipping away at myself.,honestly feel like longer cant get depression lose used outgoing everything like shy lot situations second guess lot hate slowly chipping away,negative,0.863706052,sadness,0.97372359,non_irony,0.920421004,
I kept walking around the house saying ITS ARIANNAAAA in nikki minaj’s voice showing everyone my thigh high black booties that I’m wearing to the concert tomorrow they hate me omg they’re not ready for my post concert depression the following day,kept walking around house saying ariannaaaa nikki minajs voice showing everyone thigh high black booties wearing concert tomorrow hate omg theyre ready post concert depression following day,neutral,0.476690441,sadness,0.90320009,irony,0.957381248,
@Violet_Monroe Agreed. I fucking hate my depression. I hate how it feeds on itself and it craves the darkness.,agreed fucking hate depression hate feeds craves darkness,negative,0.977758408,sadness,0.602301955,non_irony,0.573434532,
"I hate my mind 😔😔... suffering from depression and anxiety is a living in hell. I want to do a lot in my day, but I don't have the energy or strength to do so. I can't even play with my kids they way I want  at the end of the day I feel like trash...😭😭",hate mind suffering depression anxiety living hell want lot day energy strength even play kids way want end day feel like trash,negative,0.978948712,sadness,0.941602468,non_irony,0.870374978,
"We went from talking bout work to school to graduation to relocating to my cats to pwussy boys.... which all flairs up my brewing, borderline depression. I hate it here lollllllll",went talking bout work school graduation relocating cats pwussy boys flairs brewing borderline depression hate lollllllll,negative,0.885243773,sadness,0.881319404,irony,0.790219605,
seasonal depression on top of regular depression and being on my period so close to a holiday??? God sure does hate me https://t.co/Ynj7iafDKO,seasonal depression top regular depression period close holiday god sure hate,negative,0.919645131,sadness,0.928732038,non_irony,0.6095469,
Depression says hi once again and I haven't had depression In a long time man I hate u depression go the fuck away and my anxiety well he and I are best friends anxiety always gets in the way of my life so imma Fall in Love with my problems and they might leave to,depression says depression long time man hate depression fuck away anxiety well best friends anxiety always gets way life imma fall love problems might leave,negative,0.948341608,sadness,0.966145575,non_irony,0.567479432,
My depression gets in the way of my relationship. My anger does. And I honestly hate myself for it. At times I wish I could just die so he's relieved... I've left the man so many times to hide away from the dark matter that sits on my chest. I'm so exhausted. From everything.,depression gets way relationship anger honestly hate times wish could die relieved left man many times hide away dark matter sits chest exhausted everything,negative,0.899416089,sadness,0.967749894,non_irony,0.93034184,
"My mental health is not stable, i do have depression disorder and anxiety problems. Plus ima introvert and i hate being catered to. I hate presents, parties, i even hate birthday cakes and when people sing to me.",mental health stable depression disorder anxiety problems plus ima introvert hate catered hate presents parties even hate birthday cakes people sing,negative,0.977622747,sadness,0.864774883,non_irony,0.624080479,
I hate closing because I can't stand silence for more than five minutes and the part of me that didn't really have friends till middle school kicks in and I start talking out loud to myself and it often makes my depression worst but other than that I don't mind closing,hate closing stand silence five minutes part really friends till middle school kicks start talking loud often makes depression worst mind closing,negative,0.934706211,sadness,0.932658017,irony,0.703777909,
"I hate that this date motivated me to a basic task that my depression wouldn't let me do on my own, but at the same time I don't like confusion and I'll prevent when I see the red flags.",hate date motivated basic task depression let time like confusion prevent see red flags,negative,0.736042082,sadness,0.947532952,non_irony,0.513434887,
I gotta get my shit together... my depression is creeping up again fast. I hate winter.,gotta get shit together depression creeping fast hate winter,negative,0.910537064,sadness,0.955615461,non_irony,0.938588858,
"I usually hate making my personal issues public, but I've had such a shit week. My depression is back at full force and I could really just use a friend 😔",usually hate making personal issues public shit week depression back full force could really use friend,negative,0.942147076,sadness,0.952454269,non_irony,0.905152857,
"I know i need therapy. 
I know i need the help.
I know i need to work through my demons. 

but whats even worse is that
I know i cant afford it.
I know my insurance wont cover it.
I know im alone in this.

I HATE MY FUCKING DEPRESSION",know need therapy know need help know need work demons whats even worse know cant afford know insurance wont cover know alone hate fucking depression,negative,0.978121698,sadness,0.873892784,non_irony,0.937236011,
"Bleh i hate my hairline so much, I hate my depression, I hate how I am",bleh hate hairline much hate depression hate,negative,0.977313757,sadness,0.917337894,non_irony,0.722076416,
My mood has cratered.  I am not doing well.  #depressionisreal .  I hate that my #depression sometimes just shows up for no reason. 😠😔,mood cratered well #depressionisreal hate #depression sometimes shows reason,negative,0.687595963,sadness,0.984054089,non_irony,0.711111426,
"Dont make me fukcing hate u bicth. Even i love you more than anything else in this world, i still have the limit. I still a human. If you still act like that for me, im sure, i will hate you for the rest of my life. 
Did being the causes of my depression not enough?",dont make fukcing hate bicth even love anything else world still limit still human still act like sure hate rest life causes depression enough,negative,0.955599546,anger,0.594744921,non_irony,0.864152968,
I hate to see my friends struggling too. I would love to take everybody’s depression and anxiety away. I wish the people closest to me would let me go through this shit with them. Nobody has to be alone. I’m 1 call away. I’m a fucking mess tonight man,hate see friends struggling would love take everybodys depression anxiety away wish people closest would let shit nobody alone call away fucking mess tonight man,negative,0.907511115,sadness,0.705945492,non_irony,0.933689237,
"Meant to be going up north with the missus to her family for dinner but right now, that's a struggle to pretend to be happy for a week. I would rather curl up under my duvet and hibernate by myself for a week instead. I fucking hate having anxiety and depression",meant going north missus family dinner right struggle pretend happy week would rather curl duvet hibernate week instead fucking hate anxiety depression,negative,0.80438751,sadness,0.922369957,non_irony,0.788535893,
"My alcohol depression kicked in

Thanks I hate it",alcohol depression kicked thanks hate,negative,0.952775598,anger,0.501993418,irony,0.872110188,
"I’m a single mum &amp; this will be my worst Christmas. I can’t afford regular groceries, let alone anything for Christmas dinner. My depression has been a beast &amp; I hate that my daughter has to go without. I need help. paypal.me/nerdishdelights #ShowUpForWishes #TwitterPhilanthropy",single mum amp worst christmas cant afford regular groceries let alone anything christmas dinner depression beast amp hate daughter without need help #showupforwishes #twitterphilanthropy,negative,0.922958851,sadness,0.951375961,non_irony,0.891942859,
i know i shouldn’t have to apologize for my feelings. but i feel like i have to. sorry for being a pain all this week. just my depression and anxiety got the best of me this week. and i hate it.,know shouldnt apologize feelings feel like sorry pain week depression anxiety got best week hate,negative,0.844396353,sadness,0.961943507,non_irony,0.572344303,
I really hate how depression has affected my memory ☹️ it really makes me feel so bad for forgetting stuff...,really hate depression affected memory really makes feel bad forgetting stuff,negative,0.975350976,sadness,0.957538784,non_irony,0.632252693,
